what,kind,bundleId,bundleVersion,description,time
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1332245615215
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1332245616178
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1332245619255
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1332245619964
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1332245625558
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1332245626487
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1332245629337
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1332245630373
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1332245636255
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1332245640452
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1332245644285
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1332245646716
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.file.save",1332245656386
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1332245656824
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1332245665794
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1332245673637
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1332245678995
activated,editor,org.eclipse.wst.html.ui,1.0.602.v201202091936,"org.eclipse.wst.html.core.htmlsource.source",1332245679662
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1332245682378
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1332245684396
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1332245688436
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1332245724143
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1332245727975
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1332245731698
activated,editor,org.eclipse.wst.html.ui,1.0.602.v201202091936,"org.eclipse.wst.html.core.htmlsource.source",1332245732482
activated,editor,org.eclipse.wst.jsdt.ui,1.1.102.v201201131900,"org.eclipse.wst.jsdt.ui.CompilationUnitEditor",1332245733300
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.file.save",1332245740508
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1332245740951
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1332245742635
