what,kind,bundleId,bundleVersion,description,time
executed,command,org.eclipse.ui.workbench.texteditor,3.7.0.v20110928-1504,"org.eclipse.ui.edit.text.goto.lineEnd",1331927346809
executed,command,org.eclipse.ui.workbench.texteditor,3.7.0.v20110928-1504,"org.eclipse.ui.edit.text.deletePreviousWord",1331927347837
executed,command,org.eclipse.ui.workbench.texteditor,3.7.0.v20110928-1504,"org.eclipse.ui.edit.text.goto.lineEnd",1331927349433
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.edit.delete",1331927367542
executed,command,org.eclipse.ui.workbench.texteditor,3.7.0.v20110928-1504,"org.eclipse.ui.edit.text.select.lineEnd",1331927379904
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.edit.delete",1331927380129
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.file.save",1331927380215
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1331927380554
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1331927381115
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1331927382633
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1331927384256
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.file.save",1331927393550
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1331927393919
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1331927395206
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.edit.copy",1331927397678
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.file.save",1331927408956
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1331927409291
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1331927417205
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.edit.delete",1331927423368
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.file.save",1331927423867
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1331927424266
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1331927428013
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1331927436296
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1331927437229
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1331927437819
