what,kind,bundleId,bundleVersion,description,time
executed,command,org.eclipse.wst.sse.ui,1.3.2.v201201041522,"org.eclipse.wst.sse.ui.toggle.comment",1331841308131
executed,command,org.eclipse.wst.sse.ui,1.3.2.v201201041522,"org.eclipse.wst.sse.ui.toggle.comment",1331841313735
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1331841313737
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1331841313756
executed,command,org.eclipse.ui.workbench.texteditor,3.7.0.v20110928-1504,"org.eclipse.ui.edit.text.select.lineEnd",1331841318702
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.edit.delete",1331841319105
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.file.save",1331841319687
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1331841321053
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1331841322143
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1331841322569
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1331841326822
executed,command,org.eclipse.ui.workbench.texteditor,3.7.0.v20110928-1504,"org.eclipse.ui.edit.text.scroll.lineDown",1331841331236
executed,command,org.eclipse.ui.workbench.texteditor,3.7.0.v20110928-1504,"org.eclipse.ui.edit.text.scroll.lineDown",1331841331438
executed,command,org.eclipse.ui.workbench.texteditor,3.7.0.v20110928-1504,"org.eclipse.ui.edit.text.scroll.lineDown",1331841331667
executed,command,org.eclipse.ui.workbench.texteditor,3.7.0.v20110928-1504,"org.eclipse.ui.edit.text.scroll.lineDown",1331841331892
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.file.save",1331841458099
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1331841458492
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1331841460243
executed,command,org.eclipse.ui.workbench.texteditor,3.7.0.v20110928-1504,"org.eclipse.ui.edit.text.delete.line",1331841462397
executed,command,org.eclipse.ui.workbench.texteditor,3.7.0.v20110928-1504,"org.eclipse.ui.edit.text.delete.line",1331841462561
