what,kind,bundleId,bundleVersion,description,time
activated,editor,org.eclipse.wst.html.ui,1.0.602.v201202091936,"org.eclipse.wst.html.core.htmlsource.source",1332176556943
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1332176563374
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1332176569716
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1332176574060
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1332176574946
executed,command,org.eclipse.ui.workbench.texteditor,3.7.0.v20110928-1504,"org.eclipse.ui.edit.text.goto.lineEnd",1332176588840
executed,command,org.eclipse.ui.workbench.texteditor,3.7.0.v20110928-1504,"org.eclipse.ui.edit.text.goto.lineEnd",1332176594034
executed,command,org.eclipse.ui.workbench.texteditor,3.7.0.v20110928-1504,"org.eclipse.ui.edit.text.goto.textEnd",1332176595340
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.file.save",1332176595960
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1332176596806
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1332176624218
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.file.save",1332176627963
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1332176628865
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1332176635790
executed,command,org.eclipse.ui.workbench.texteditor,3.7.0.v20110928-1504,"org.eclipse.ui.edit.text.goto.lineEnd",1332176638890
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.file.save",1332176641209
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1332176641563
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1332176644935
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1332176645521
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1332176648028
executed,command,org.eclipse.ui.workbench.texteditor,3.7.0.v20110928-1504,"org.eclipse.ui.edit.text.goto.lineStart",1332176652062
executed,command,org.eclipse.ui.workbench.texteditor,3.7.0.v20110928-1504,"org.eclipse.ui.edit.text.select.lineEnd",1332176652232
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.edit.undo",1332176654735
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.edit.undo",1332176654922
executed,command,org.eclipse.ui.workbench.texteditor,3.7.0.v20110928-1504,"org.eclipse.ui.edit.text.goto.lineStart",1332176655363
executed,command,org.eclipse.ui.workbench.texteditor,3.7.0.v20110928-1504,"org.eclipse.ui.edit.text.goto.lineEnd",1332176656103
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.file.save",1332176661389
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1332176661767
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1332176664008
executed,command,org.eclipse.ui.workbench.texteditor,3.7.0.v20110928-1504,"org.eclipse.ui.edit.text.select.lineStart",1332176665349
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.edit.delete",1332176665619
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.file.save",1332176669891
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1332176670376
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1332176671057
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1332176674417
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1332176675416
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1332176676006
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1332176679913
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1332176680323
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1332176686776
executed,command,org.eclipse.ui.workbench.texteditor,3.7.0.v20110928-1504,"org.eclipse.ui.edit.text.goto.lineEnd",1332176688323
