what,kind,bundleId,bundleVersion,description,time
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1332426290697
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1332426291283
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1332426366015
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.edit.delete",1332426368369
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.edit.delete",1332426369338
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.file.save",1332426369775
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1332426370852
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1332426389398
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.edit.delete",1332426403538
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.file.save",1332426408683
executed,command,org.eclipse.ui.workbench.texteditor,3.7.0.v20110928-1504,"org.eclipse.ui.edit.text.delete.line",1332426408898
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.edit.undo",1332426410007
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.file.save",1332426411027
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1332426412257
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1332426427837
executed,command,org.eclipse.ui.workbench.texteditor,3.7.0.v20110928-1504,"org.eclipse.ui.edit.text.delete.line",1332426429226
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.file.save",1332426429541
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1332426431030
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1332426441756
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1332426442227
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1332426444656
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1332426448134
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1332426513280
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1332426515637
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1332426517730
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.file.save",1332426529489
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1332426589147
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1332426594787
executed,command,org.eclipse.ui.workbench.texteditor,3.7.0.v20110928-1504,"org.eclipse.ui.edit.text.delete.line",1332426596228
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.file.save",1332426596481
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1332426597022
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1332426633992
executed,command,org.eclipse.ui.workbench.texteditor,3.7.0.v20110928-1504,"org.eclipse.ui.edit.text.goto.lineEnd",1332426640059
executed,command,org.eclipse.ui.workbench.texteditor,3.7.0.v20110928-1504,"org.eclipse.ui.edit.text.select.wordPrevious",1332426641385
executed,command,org.eclipse.ui.workbench.texteditor,3.7.0.v20110928-1504,"org.eclipse.ui.edit.text.select.wordPrevious",1332426641723
executed,command,org.eclipse.ui.workbench.texteditor,3.7.0.v20110928-1504,"org.eclipse.ui.edit.text.select.wordPrevious",1332426641897
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.edit.delete",1332426642510
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.file.save",1332426643010
executed,command,org.eclipse.ui.workbench.texteditor,3.7.0.v20110928-1504,"org.eclipse.ui.edit.text.delete.line",1332426647023
executed,command,org.eclipse.ui.workbench.texteditor,3.7.0.v20110928-1504,"org.eclipse.ui.edit.text.delete.line",1332426648718
executed,command,org.eclipse.ui.workbench.texteditor,3.7.0.v20110928-1504,"org.eclipse.ui.edit.text.delete.line",1332426650714
executed,command,org.eclipse.ui.workbench.texteditor,3.7.0.v20110928-1504,"org.eclipse.ui.edit.text.delete.line",1332426650785
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.file.save",1332426651706
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1332426652339
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1332426678214
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.edit.copy",1332426685280
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.edit.paste",1332426687141
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.file.save",1332426687922
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.edit.delete",1332426691986
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.edit.undo",1332426693138
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.edit.undo",1332426693454
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.file.save",1332426695111
